"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(9.0.0)","G110.TXGM_DPCH.A","OBS_VALUE","Advanced Economies","Exports of manufactures, Price deflator, Free on board (FOB), Percent change","Annual","Units","0.201","-3.391","-1.964","2.859","6.519","4.039","2.164","3.319","6.027","-1.835","2.073","4.535","2.407","-2.878","-0.546","-3.065","-5.012","0.129","2.034","0.396","-3.170","6.702","10.347","-1.717","1.253"
"IMF.RES:WEO(9.0.0)","G110.TXG_RPCH.A","OBS_VALUE","Advanced Economies","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","12.627","-0.704","2.715","3.699","9.661","6.442","9.110","6.067","1.410","-12.916","14.330","6.325","1.978","2.616","3.159","3.006","1.697","4.542","2.994","0.394","-6.494","9.939","3.680","-0.943","0.640"
"IMF.RES:WEO(9.0.0)","G001.PCOFFOTM.A","OBS_VALUE","World","Coffee, other mild Arabica, Unit prices, US cents per pound","Annual","Units","87.204","62.284","61.462","64.173","80.480","114.854","114.409","123.614","139.712","143.755","196.049","271.108","186.442","139.484","200.356","159.904","163.840","150.756","132.715","130.556","150.832","204.694","255.466","205.960","255.445"
"IMF.RES:WEO(9.0.0)","G001.PNFUELW.A","OBS_VALUE","World","Non-fuel, Commodity price index","Annual","Units","51.055","48.941","50.913","57.551","66.147","71.472","87.026","102.222","114.171","97.486","122.485","147.049","135.545","128.273","120.878","100.274","100.000","106.445","107.812","108.546","115.658","146.574","158.125","149.164","154.687"
"IMF.RES:WEO(9.0.0)","G001.PFOODW.A","OBS_VALUE","World","Food, Commodity price index","Annual","Units","59.028","59.602","62.708","68.502","75.374","76.309","82.418","93.920","110.416","92.869","105.392","124.971","120.873","120.489","118.594","98.538","100.000","103.796","102.505","99.370","101.096","128.354","147.402","137.446","133.142"
"IMF.RES:WEO(9.0.0)","G001.PRICENPQ.A","OBS_VALUE","World","Rice, Thailand, Unit prices, US dollars per metric tonne","Annual","Units","203.695","172.705","191.826","199.461","245.783","287.811","303.515","332.393","700.200","589.376","520.494","551.711","580.236","519.308","426.475","380.047","388.265","399.075","403.082","396.514","477.838","441.963","419.056","528.572","565.176"
"IMF.RES:WEO(9.0.0)","G001.PCOFFROB.A","OBS_VALUE","World","Coffee, Robustas, Unit prices, US cents per pound","Annual","Units","41.558","27.586","29.991","36.916","35.973","50.561","67.579","86.637","105.197","74.544","78.731","109.238","102.844","94.118","100.419","88.037","88.617","100.960","84.775","73.565","68.756","89.824","103.630","119.127","200.750"
"IMF.RES:WEO(9.0.0)","G110.TTTPCH.A","OBS_VALUE","Advanced Economies","Terms of trade of goods, percent change","Annual","Units","-2.652","0.319","0.808","1.253","-0.376","-1.687","-1.334","0.563","-2.060","3.460","-1.361","-1.734","-0.827","0.902","0.173","1.894","1.304","-0.156","-0.467","0.011","1.064","1.287","-2.017","0.323","0.685"
"IMF.RES:WEO(9.0.0)","G001.POILDUB.A","OBS_VALUE","World","Dubai crude, Unit prices, US dollars per barrel","Annual","Units","26.230","22.822","23.774","26.811","33.760","49.358","61.517","68.571","93.407","61.205","78.198","105.604","109.097","105.604","96.514","50.908","41.470","53.138","69.170","63.162","42.607","68.961","95.289","81.865","80.991"
"IMF.RES:WEO(9.0.0)","G001.POLVOIL.A","OBS_VALUE","World","Olive oil, Unit prices, US dollars per metric tonne","Annual","Units","2980.116","2667.275","2900.510","3796.767","4630.934","5519.156","5487.695","4561.026","4167.453","3509.331","3171.265","3062.239","3019.368","3894.458","3780.556","4292.835","3978.466","4529.797","3911.729","3166.333","2628.342","4184.763","4469.885","7709.618","8860.342"
"IMF.RES:WEO(9.0.0)","G001.PMEATW.A","OBS_VALUE","World","Meat, Commodity price index","Annual","Units","69.256","74.421","68.154","71.433","88.073","86.873","82.865","85.546","88.581","82.249","99.261","114.486","110.082","112.977","134.013","109.556","100.000","109.891","106.513","111.869","102.760","136.328","152.163","129.378","142.440"
"IMF.RES:WEO(9.0.0)","G001.TMG_RPCH.A","OBS_VALUE","World","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","12.965","0.125","3.990","6.904","11.135","8.360","9.282","7.952","2.826","-12.151","13.741","7.595","2.324","3.284","3.176","2.237","1.896","5.700","4.070","0.057","-5.740","11.179","3.792","-1.365","2.467"
"IMF.RES:WEO(9.0.0)","G110.NGSD_NGDP.A","OBS_VALUE","Advanced Economies","Gross national savings, Percent of GDP","Annual","Units","23.886","22.845","21.902","21.644","22.268","22.391","23.099","22.657","21.261","19.325","20.726","21.372","21.668","21.774","22.392","22.618","22.408","23.002","23.133","23.250","22.559","23.512","22.969","21.976","21.803"
"IMF.RES:WEO(9.0.0)","G001.PCOCO.A","OBS_VALUE","World","Cocoa, Unit prices, US dollars per metric tonne","Annual","Units","903.906","1088.376","1779.041","1752.503","1551.002","1538.136","1590.538","1954.391","2576.994","2890.881","3130.599","2978.493","2393.439","2439.094","3062.768","3135.166","2891.257","2029.338","2293.739","2340.822","2369.958","2425.518","2369.403","3258.044","7390.564"
"IMF.RES:WEO(9.0.0)","G001.PALUM.A","OBS_VALUE","World","Aluminum, Unit prices, US dollars per metric tonne","Annual","Units","1551.498","1446.747","1351.057","1432.817","1718.496","1900.506","2573.063","2639.861","2577.916","1668.489","2172.994","2400.643","2022.795","1846.677","1867.421","1664.681","1604.182","1967.655","2108.474","1794.488","1704.096","2472.952","2706.988","2256.086","2420.945"
"IMF.RES:WEO(9.0.0)","G110.PPPGDP.A","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","29160.303","30299.328","31266.280","32522.761","34475.564","36557.535","38840.460","40982.430","41897.205","40720.526","42475.690","44102.289","45424.092","46877.326","48691.563","50297.022","51699.417","53986.202","56430.774","59284.832","58510.130","64683.363","71329.342","75208.557","78470.229"
"IMF.RES:WEO(9.0.0)","G001.PBANSOP.A","OBS_VALUE","World","Bananas, Unit prices, US dollars per metric tonne","Annual","Units","422.274","584.695","527.612","375.191","524.836","576.772","682.850","676.925","843.630","847.951","881.418","975.914","984.282","926.384","931.875","958.709","1002.430","1074.226","1147.749","1142.460","1217.199","1208.373","1492.573","1599.836","1235.822"
"IMF.RES:WEO(9.0.0)","G110.PPPPC.A","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","29979.958","30945.604","31729.126","32805.347","34565.320","36426.699","38456.154","40307.385","40935.245","39561.140","41057.645","42400.229","43475.277","44678.889","46185.261","47473.199","48549.766","50490.756","52565.778","55011.115","54096.856","59761.818","65574.004","68634.981","71149.142"
"IMF.RES:WEO(9.0.0)","G001.PFANDBW.A","OBS_VALUE","World","Food and beverage, Commodity price index","Annual","Units","58.194","57.964","61.342","66.937","73.355","75.181","81.385","92.852","109.426","92.795","105.432","125.434","119.774","118.289","118.026","98.889","100.000","103.204","101.321","98.043","99.791","126.401","145.102","136.290","138.478"
"IMF.RES:WEO(9.0.0)","G001.PBEVEW.A","OBS_VALUE","World","Beverages, Commodity price index","Annual","Units","48.331","38.610","45.193","48.441","49.492","61.848","69.172","80.238","97.728","91.924","105.901","130.896","106.789","92.292","111.308","103.041","100.000","96.207","87.326","82.362","84.376","103.313","117.916","122.630","201.543"
"IMF.RES:WEO(9.0.0)","G110.BX.A","OBS_VALUE","Advanced Economies","Exports of goods and services, US dollar","Annual","Billions","5977.583","5761.752","5989.346","6863.095","8209.503","9005.530","10126.035","11638.929","12944.927","10487.685","12140.771","14078.426","14056.192","14516.613","14874.750","13467.610","13397.536","14571.778","15824.754","15585.191","14077.783","17263.189","19081.235","19045.118","19649.518"
"IMF.RES:WEO(9.0.0)","G001.PHARDW.A","OBS_VALUE","World","Hardwood, Commodity price index","Annual","Units","77.763","63.900","66.943","72.646","76.763","84.956","97.430","105.898","116.443","107.796","111.025","131.421","122.206","114.263","116.251","106.263","100.000","95.507","98.457","95.690","96.952","100.766","88.980","87.691","87.915"
"IMF.RES:WEO(9.0.0)","G001.PSAWMAL.A","OBS_VALUE","World","Hard sawnwood, Dark Red Meranti, Unit prices, US dollars per cubic meter","Annual","Units","599.176","488.462","517.095","549.621","581.294","659.382","749.343","806.297","889.092","805.524","848.272","939.447","876.342","852.798","897.942","833.251","738.879","702.110","727.943","695.888","702.657","749.952","674.510","677.735","696.542"
"IMF.RES:WEO(9.0.0)","G001.PNICK.A","OBS_VALUE","World","Nickel, Unit prices, US dollars per metric tonne","Annual","Units","8630.518","5969.631","6783.306","9630.235","13821.009","14777.815","24125.614","37135.842","21141.465","14666.738","21809.999","22909.142","17541.739","15029.989","16893.375","11862.635","9595.179","10409.635","13114.064","13913.909","13790.427","18467.052","25867.263","21528.675","16815.971"
"IMF.RES:WEO(9.0.0)","G001.PZINC.A","OBS_VALUE","World","Zinc, Unit prices, US dollars per metric tonne","Annual","Units","1127.698","886.819","778.902","827.948","1048.025","1380.524","3266.177","3249.726","1884.831","1658.385","2160.346","2195.532","1950.023","1910.166","2160.971","1931.678","2089.975","2890.866","2922.379","2550.410","2266.771","3002.846","3484.865","2652.953","2776.531"
"IMF.RES:WEO(9.0.0)","G110.BF.A","OBS_VALUE","Advanced Economies","Financial account balance (assets less liabilities), US dollar","Annual","Billions","-330.258","-222.140","-354.657","-328.890","-92.057","-397.237","-563.463","-389.147","-779.891","-73.375","-133.455","-301.261","-146.869","219.983","310.636","238.762","443.671","398.388","477.302","126.223","-42.768","445.503","-118.121","-139.168","165.683"
"IMF.RES:WEO(9.0.0)","G110.TM_RPCH.A","OBS_VALUE","Advanced Economies","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","12.132","0.021","2.973","4.308","9.074","6.773","7.872","5.344","0.362","-11.279","11.504","5.288","1.234","2.583","4.056","4.815","2.616","4.733","3.755","1.990","-8.178","10.170","7.357","-0.730","2.104"
"IMF.RES:WEO(9.0.0)","G110.LE.A","OBS_VALUE","Advanced Economies","Employed persons, Persons for countries / Index for country groups","Annual","Units","96.143","96.807","97.121","97.681","98.611","100.000","101.688","103.261","103.806","101.549","101.258","101.857","102.491","103.028","104.252","105.591","107.168","108.590","110.177","111.461","108.331","110.344","113.281","115.063","115.874"
"IMF.RES:WEO(9.0.0)","G001.PPOIL.A","OBS_VALUE","World","Palm oil, Unit prices, US dollars per metric tonne","Annual","Units","261.144","238.398","356.744","410.374","434.722","367.685","416.827","719.148","863.112","644.006","859.942","1076.502","939.834","764.197","739.408","565.090","639.846","647.801","559.859","523.951","666.057","1073.518","1177.001","838.354","923.906"
"IMF.RES:WEO(9.0.0)","G001.PNGASUS.A","OBS_VALUE","World","Natural Gas, US Henry Hub Gas, Unit prices, US dollars per metric tonne","Annual","Units","4.308","3.959","3.361","5.507","5.908","8.895","6.740","6.982","8.858","3.946","4.386","4.000","2.752","3.728","4.276","2.630","2.553","3.019","3.069","2.529","2.130","3.716","6.516","2.671","2.418"
"IMF.RES:WEO(9.0.0)","G001.TRADEPCH.A","OBS_VALUE","World","Trade of goods and services, Volume, Percent change","Annual","Units","12.505","0.620","3.890","5.719","10.832","7.806","9.160","7.769","2.689","-10.225","11.951","6.984","2.994","3.647","4.083","3.098","2.409","5.421","3.987","1.116","-8.304","10.831","5.788","0.996","3.510"
"IMF.RES:WEO(9.0.0)","G001.PURAN.A","OBS_VALUE","World","Uranium, Unit prices, US dollars per pound","Annual","Units","8.285","8.620","9.828","11.236","18.046","27.931","47.685","99.238","64.180","46.671","45.961","56.235","48.899","38.575","33.489","36.815","26.485","22.089","24.544","25.906","29.431","32.856","40.773","48.989","69.694"
"IMF.RES:WEO(9.0.0)","G110.BCA.A","OBS_VALUE","Advanced Economies","Current account balance (credit less debit), US dollar","Annual","Billions","-241.501","-234.038","-232.083","-238.417","-215.546","-399.931","-466.772","-419.604","-596.059","-84.996","17.989","-38.463","7.197","229.067","239.919","259.490","383.457","482.932","409.473","374.240","128.144","448.047","-264.583","-16.492","49.531"
"IMF.RES:WEO(9.0.0)","G001.PSMEA.A","OBS_VALUE","World","Soybean meal, Unit prices, US dollars per metric tonne","Annual","Units","187.170","180.612","183.981","214.655","257.145","205.778","193.975","263.673","367.938","359.284","331.317","378.861","473.284","477.299","466.966","352.722","350.168","348.614","373.312","334.561","351.126","421.995","487.895","482.452","369.153"
"IMF.RES:WEO(9.0.0)","G001.POILWTI.A","OBS_VALUE","World","WTI crude, Unit prices, US dollars per barrel","Annual","Units","30.338","25.933","26.113","31.137","41.427","56.477","66.083","72.343","99.565","61.718","79.429","95.063","94.181","97.950","93.119","48.805","43.243","50.908","64.815","56.937","39.355","67.957","94.801","77.598","76.610"
"IMF.RES:WEO(9.0.0)","G110.PPPSH.A","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","58.082","57.610","56.967","56.059","55.035","54.087","53.004","51.763","50.502","49.092","48.119","47.153","46.194","45.375","44.771","44.349","43.790","43.293","42.536","42.171","41.715","41.188","40.916","40.223","39.649"
"IMF.RES:WEO(9.0.0)","G001.PLAMB.A","OBS_VALUE","World","Lamb, Unit prices, US cents per pound","Annual","Units","112.854","130.248","146.043","159.813","165.764","160.920","153.605","161.709","170.724","146.943","145.623","149.153","101.313","105.845","136.401","104.487","91.348","108.524","115.702","115.842","116.164","146.565","138.527","95.182","113.248"
"IMF.RES:WEO(9.0.0)","G001.PWOOLC.A","OBS_VALUE","World","Wool, coarse, Unit prices, US cents per kilogram","Annual","Units","280.979","332.432","565.652","658.991","553.201","530.610","540.584","764.868","709.208","611.360","818.847","1200.156","1208.314","1118.396","1023.959","929.865","1017.141","1089.208","1519.184","1393.374","869.620","908.671","880.985","882.489","880.882"
"IMF.RES:WEO(9.0.0)","G001.PWOOLW.A","OBS_VALUE","World","Wool, Commodity price index","Annual","Units","46.766","44.349","56.755","63.846","59.367","56.493","58.736","81.305","78.347","65.016","85.823","132.565","119.755","108.802","98.645","90.992","100.000","117.976","149.441","132.626","86.599","99.816","95.177","89.173","84.929"
"IMF.RES:WEO(9.0.0)","G001.PRUBB.A","OBS_VALUE","World","Rubber, Unit prices, US cents per pound","Annual","Units","30.298","26.086","34.703","48.646","58.118","67.494","94.276","102.602","117.414","87.158","165.719","218.515","153.190","126.759","88.751","70.731","74.484","90.791","70.411","74.836","79.898","94.520","83.286","71.796","105.068"
"IMF.RES:WEO(9.0.0)","G001.NGDP_RPCH.A","OBS_VALUE","World","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.781","2.495","2.831","3.813","5.274","4.711","5.281","5.341","2.923","-0.332","5.255","4.106","3.375","3.387","3.551","3.433","3.221","3.836","3.638","2.968","-2.709","6.617","3.750","3.513","3.336"
"IMF.RES:WEO(9.0.0)","G110.BFF.A","OBS_VALUE","Advanced Economies","Financial derivatives and employee stock options, Net (assets minus liabilities), US dollar","Annual","Billions","10.313","-16.399","6.261","10.065","39.203","31.087","-48.616","198.805","370.888","-128.961","-121.978","-2.748","-97.617","73.286","0.589","-117.831","15.613","37.884","50.874","3.654","71.148","42.459","5.362","-15.393","60.614"
"IMF.RES:WEO(9.0.0)","G001.PHIDE.A","OBS_VALUE","World","Hides, Unit prices, US cents per pound","Annual","Units","65.571","70.678","66.826","69.041","67.984","64.938","68.733","72.750","65.069","40.787","69.474","81.477","81.640","96.340","106.569","87.887","73.277","69.204","59.951","40.807","33.567","47.419","57.556","58.634","58.653"
"IMF.RES:WEO(9.0.0)","G001.NID_NGDP.A","OBS_VALUE","World","Gross capital formation, Percent of GDP","Annual","Units","24.333","23.644","22.940","23.126","23.824","24.203","24.754","25.283","25.291","23.229","24.469","25.206","25.358","25.411","25.709","25.741","25.442","25.937","26.449","26.435","26.306","27.104","27.415","26.483","26.059"
"IMF.RES:WEO(9.0.0)","G001.PSAWORE.A","OBS_VALUE","World","Soft sawnwood, Export price, US dollars per cubic meter","Annual","Units","284.807","282.828","273.251","284.304","323.974","328.336","342.441","325.911","313.123","315.423","309.678","299.310","316.841","332.535","332.855","317.979","325.147","319.896","344.571","353.867","347.819","353.285","400.081","318.382","321.056"
